,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Total Units Enrolled,Total Units Approved,Approval Rate,Improvement in Grades,Economic Hardship,Total Units without Evaluations
1300,1,17,1,9147,1,1,4.820281565605037,1,1,19,3,4,4.812184355372417,0,0,0,1,1,0,2.995732273553991,0,0.0,1.791759469228055,2.0794415416798357,1.3862943611198906,2.5902671654458267,0.0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,0,10,3,0.3,-12.333333333333334,6.790000000000001,0
1301,1,1,5,9254,1,1,4.795790545596741,1,3,19,3,9,4.751864565138895,1,0,0,0,1,0,2.995732273553991,0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,0,12,0,0.0,0.0,6.790000000000001,0
1302,1,44,1,171,1,39,4.948759890378168,1,3,3,2,2,4.948759890378168,0,0,1,1,1,0,3.044522437723423,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.803360380906535,1.33500106673234,,2,0,0,,0.0,22.36,0
1303,1,51,1,9670,1,1,4.844187086458591,1,3,3,1,10,4.718498871295094,0,0,1,1,1,0,3.091042453358316,0,1.791759469228055,2.4849066497880004,2.5649493574615367,2.3978952727983707,2.5726122302071057,0.0,1.0986122886681098,2.1972245773362196,2.302585092994046,2.1972245773362196,2.662587827025453,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,2,19,18,0.9473684210526315,1.2333333333333343,9.68,0
1304,1,1,2,9773,1,1,4.927253685157205,1,1,19,7,7,4.8993312245375815,1,0,0,1,0,1,2.995732273553991,0,0.0,1.9459101490553132,2.0794415416798357,1.9459101490553132,2.7545702167371027,0.0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.772588722239781,0.0,2.7013612129514133,-0.3566749439387324,0.5822156198526637,2,12,12,1.0,0.2857142857142865,12.809999999999999,0
1305,1,1,3,9773,1,1,4.875197323201151,1,19,19,9,9,4.820281565605037,1,0,0,1,0,0,2.9444389791664403,0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.614959778036198,0.0,0.0,1.9459101490553132,2.0794415416798357,1.9459101490553132,2.627081138568543,0.0,2.617395832834079,1.547562508716013,,2,12,12,1.0,0.16666666666666785,18.099999999999998,0
1306,1,53,1,9003,1,42,5.017279836814924,1,1,38,8,8,5.017279836814924,0,0,0,1,0,1,3.1780538303479458,0,2.0794415416798357,2.5649493574615367,2.70805020110221,2.5649493574615367,2.7333680090865,0.0,1.791759469228055,2.3978952727983707,2.5649493574615367,2.3978952727983707,2.6602595372658615,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,2,22,22,1.0,-1.0846153846153825,6.790000000000001,0
1307,1,17,3,9147,1,1,4.997212273764115,1,19,38,5,7,4.892602227184663,1,0,0,1,0,1,2.9444389791664403,0,0.0,1.791759469228055,1.791759469228055,1.791759469228055,2.667228206581955,0.0,0.0,1.791759469228055,1.9459101490553132,1.791759469228055,2.580216829592325,0.0,2.617395832834079,1.547562508716013,,2,10,10,1.0,-1.200000000000001,18.099999999999998,0
1308,1,18,1,9500,1,1,4.948759890378168,1,37,38,5,7,4.844187086458591,1,0,0,1,0,0,2.9444389791664403,0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.6612580395954515,0.0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.6612580395954515,0.0,2.617395832834079,1.547562508716013,,2,16,14,0.875,0.0,18.099999999999998,0
1309,1,1,3,9500,1,1,4.890349128221754,1,38,38,9,9,4.789988622980633,1,0,0,1,0,0,2.995732273553991,0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.5640698499290293,0.0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.5640698499290293,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,16,14,0.875,0.0,10.46,0
1310,1,53,1,9147,1,42,4.875197323201151,1,1,19,143,172,4.9037921984782065,1,0,0,1,0,0,3.091042453358316,0,1.9459101490553132,2.4849066497880004,2.8903717578961645,2.4849066497880004,2.529358412358834,0.0,1.3862943611198906,2.302585092994046,2.6390573296152584,2.1972245773362196,2.631089159966082,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,2,20,19,0.95,1.343434343434346,6.790000000000001,0
1311,1,1,1,9085,1,1,4.875197323201151,1,37,37,9,6,4.848116364598481,1,0,0,1,0,1,2.9444389791664403,0,0.0,1.9459101490553132,2.6390573296152584,1.9459101490553132,2.8600006600198657,0.0,0.0,1.9459101490553132,2.1972245773362196,1.9459101490553132,2.6996819514316934,0.0,2.803360380906535,1.33500106673234,,2,12,12,1.0,-2.58653846153846,22.36,0
1312,1,1,1,9773,1,1,5.0238805208462765,1,38,37,9,5,4.937347498326424,1,0,0,1,0,1,3.2188758248682006,0,0.0,1.9459101490553132,2.0794415416798357,1.9459101490553132,2.6855773452501515,0.0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.627081138568543,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,12,12,1.0,-0.8333333333333321,10.46,0
1313,1,1,4,9500,1,1,4.976733742420574,1,3,39,2,3,4.867534450455582,1,0,0,1,0,0,2.9444389791664403,0,0.0,2.0794415416798357,2.1972245773362196,2.0794415416798357,2.613739521630969,0.0,0.0,2.1972245773362196,2.302585092994046,2.1972245773362196,2.667999513986179,0.0,2.8449093838194073,0.262364264467491,-2.525728644308256,0,15,15,1.0,0.7611111111111111,17.42,0
1314,1,1,1,9670,1,1,4.852030263919617,1,19,1,5,7,4.78164132910387,1,0,0,1,0,0,2.9444389791664403,0,0.0,1.9459101490553132,2.0794415416798357,1.9459101490553132,2.5902671654458267,0.0,0.0,1.9459101490553132,2.3978952727983707,1.3862943611198906,2.5649493574615367,0.0,2.7013612129514133,-0.3566749439387324,0.5822156198526637,1,12,9,0.75,-0.3333333333333339,12.809999999999999,0
1315,1,17,2,9500,1,1,4.882801922586371,1,19,37,9,7,4.873669439023098,1,0,0,1,0,0,3.044522437723423,0,0.0,2.0794415416798357,2.1972245773362196,1.9459101490553132,2.7324175575505043,0.0,0.0,2.1972245773362196,2.3978952727983707,2.0794415416798357,2.750470916986162,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,2,15,13,0.8666666666666667,0.28000000000000114,11.11,0
1316,1,17,2,9085,1,1,4.820281565605037,1,1,19,4,9,4.741447804280639,1,0,0,1,0,0,2.995732273553991,0,0.0,1.791759469228055,2.6390573296152584,1.3862943611198906,2.5649493574615367,1.0986122886681098,0.0,1.791759469228055,2.1972245773362196,1.6094379124341003,2.545531271604435,0.0,2.341805806147327,-1.6094379124341005,,1,10,7,0.7,-0.25,11.719999999999999,2
1317,1,1,5,9773,1,1,4.875197323201151,1,34,38,0,8,4.8621352857778115,1,0,0,0,0,1,2.9444389791664403,0,0.0,1.9459101490553132,2.5649493574615367,1.3862943611198906,2.5649493574615367,0.0,0.0,1.9459101490553132,2.772588722239781,1.3862943611198906,2.456735772821304,0.0,2.151762203259462,1.2809338454620642,0.2776317365982795,0,12,6,0.5,-1.333333333333334,9.879999999999999,0
1318,1,43,1,9254,1,1,4.875197323201151,1,1,19,5,7,4.875197323201151,0,0,0,1,0,1,2.995732273553991,0,0.0,1.9459101490553132,2.4849066497880004,1.6094379124341003,2.5649493574615367,0.0,0.0,1.9459101490553132,2.70805020110221,1.3862943611198906,2.4849066497880004,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,0,12,7,0.5833333333333334,-1.0,10.46,0
1319,1,17,2,9853,1,1,4.882801922586371,1,1,38,4,8,4.811371016571989,1,0,0,1,0,0,2.995732273553991,0,0.0,1.9459101490553132,2.3978952727983707,1.791759469228055,2.6100697927420065,0.0,0.0,1.9459101490553132,2.0794415416798357,1.791759469228055,2.501435951739211,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,12,10,0.8333333333333334,-1.4000000000000004,10.46,0
1320,1,1,5,9238,1,3,4.912654885736052,1,1,38,9,3,4.870606649492553,0,0,1,1,0,0,2.9444389791664403,0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.5776883832389665,0.0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.5902671654458267,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,12,12,1.0,0.16666666666666785,10.46,0
1321,1,1,2,9853,1,1,4.820281565605037,1,19,1,194,103,4.7561730595246186,1,0,0,1,0,0,3.044522437723423,0,0.0,2.0794415416798357,2.1972245773362196,1.9459101490553132,2.6741486494265287,0.0,0.0,2.0794415416798357,2.1972245773362196,1.9459101490553132,2.70805020110221,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,1,14,12,0.8571428571428571,0.5,9.68,0
1322,1,1,5,9500,1,1,4.983606621708336,1,38,38,9,9,4.840242308167575,1,0,0,1,0,1,2.9444389791664403,0,0.0,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.69217485194392,0.0,0.0,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.69217485194392,0.0,2.341805806147327,-1.6094379124341005,,2,16,16,1.0,0.0,11.719999999999999,0
1323,1,17,6,9556,1,1,4.77912349311153,1,38,38,5,5,4.777441406928545,1,0,0,1,0,1,2.995732273553991,0,0.0,2.0794415416798357,2.4849066497880004,1.9459101490553132,2.5952547069568657,0.0,0.0,2.0794415416798357,2.1972245773362196,1.9459101490553132,2.624668592163159,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,2,14,12,0.8571428571428571,0.40000000000000036,9.68,0
1324,1,17,3,9147,1,1,4.836281906951478,1,3,38,2,10,4.784988612563928,1,0,0,1,0,0,2.9444389791664403,0,0.0,1.791759469228055,2.833213344056216,1.6094379124341003,2.456735772821304,0.0,0.0,1.791759469228055,2.4849066497880004,1.0986122886681098,2.5649493574615367,0.0,2.7013612129514133,-0.3566749439387324,0.5822156198526637,1,10,6,0.6,1.333333333333334,12.809999999999999,0
1325,1,1,2,9500,1,1,5.030437921392435,1,37,37,9,9,4.941642422609304,1,0,0,1,0,0,2.9444389791664403,0,0.0,2.0794415416798357,2.0794415416798357,1.9459101490553132,2.7300291078209855,0.0,0.0,2.0794415416798357,2.0794415416798357,1.9459101490553132,2.7300291078209855,0.0,2.151762203259462,1.2809338454620642,0.2776317365982795,2,14,12,0.8571428571428571,0.0,9.879999999999999,0
1326,1,1,1,9085,1,1,4.624972813284271,1,1,37,4,9,4.604169685654508,1,0,0,1,0,0,3.091042453358316,0,0.0,1.9459101490553132,2.5649493574615367,1.6094379124341003,2.6026896854443837,0.0,0.0,1.9459101490553132,2.6390573296152584,1.0986122886681098,2.614959778036198,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,1,12,6,0.5,0.16666666666666607,9.68,0
1327,1,17,1,9254,1,1,4.927253685157205,1,34,38,0,7,4.932313327320786,1,0,1,0,0,0,2.995732273553991,0,0.0,1.9459101490553132,2.70805020110221,0.6931471805599453,2.3978952727983707,0.0,0.0,1.9459101490553132,2.6390573296152584,0.0,0.0,0.0,2.151762203259462,1.2809338454620642,0.2776317365982795,0,12,1,0.08333333333333333,-10.0,9.879999999999999,0
1328,1,1,4,9500,1,1,4.820281565605037,1,1,1,3,3,4.741447804280639,1,0,0,1,0,0,3.091042453358316,0,0.0,2.0794415416798357,2.1972245773362196,2.0794415416798357,2.7534218303210367,0.0,0.0,2.1972245773362196,2.302585092994046,2.1972245773362196,2.7486944020403454,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,2,15,15,1.0,-0.07402777777777558,11.11,0
1329,1,1,1,9085,1,1,4.795790545596741,1,4,1,2,9,4.739701078945697,0,0,0,1,0,0,2.9444389791664403,0,0.0,1.9459101490553132,2.70805020110221,1.6094379124341003,2.5257286443082556,0.0,0.0,1.9459101490553132,2.8903717578961645,1.3862943611198906,2.691243082785829,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,1,12,7,0.5833333333333334,2.25,9.68,0
1330,1,17,3,9556,1,1,4.882801922586371,1,19,38,9,7,4.863680881139593,0,0,0,1,0,1,2.9444389791664403,0,0.0,2.0794415416798357,2.302585092994046,2.0794415416798357,2.6286862753497715,0.0,0.0,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.7021997874240347,0.0,2.617395832834079,1.547562508716013,,2,15,15,1.0,1.0569444444444436,18.099999999999998,0
1331,1,1,1,9500,1,1,4.955827057601261,1,1,1,3,10,4.9684234452869465,0,0,0,1,0,0,2.9444389791664403,0,0.0,2.0794415416798357,2.0794415416798357,2.0794415416798357,2.6878474937846906,0.0,0.0,2.1972245773362196,2.302585092994046,2.1972245773362196,2.7076797621277944,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,2,15,15,1.0,0.2944444444444443,9.68,0
1332,1,1,1,9130,1,1,4.976733742420574,1,3,1,1,3,4.932313327320786,0,0,0,0,0,0,3.1780538303479458,0,0.0,1.791759469228055,2.302585092994046,0.0,0.0,1.3862943611198906,0.6931471805599453,1.791759469228055,2.3978952727983707,0.6931471805599453,2.5649493574615367,1.3862943611198906,2.468099531471619,0.8754687373538999,1.007957920399979,0,10,1,0.1,12.0,10.46,6
1333,1,1,1,9238,1,1,4.68213122712422,1,19,37,7,7,4.6491870714048655,1,0,0,1,0,0,3.044522437723423,0,0.0,1.9459101490553132,2.6390573296152584,1.3862943611198906,2.501435951739211,0.0,0.0,1.9459101490553132,2.302585092994046,1.6094379124341003,2.5649493574615367,0.0,2.8449093838194073,0.262364264467491,-2.525728644308256,1,12,7,0.5833333333333334,0.8000000000000007,17.42,0
1334,1,1,1,9500,1,1,4.897839799950911,1,38,38,5,5,4.821893169499378,0,0,0,1,0,0,2.9444389791664403,0,0.0,2.0794415416798357,2.0794415416798357,2.0794415416798357,2.659260036932778,0.0,0.0,2.1972245773362196,2.302585092994046,2.1972245773362196,2.662587827025453,0.0,2.8449093838194073,0.262364264467491,-2.525728644308256,2,15,15,1.0,0.04761904761904745,17.42,0
1335,1,17,2,9853,1,1,4.844187086458591,1,1,19,2,10,4.844187086458591,1,0,0,1,0,0,2.995732273553991,0,0.0,1.9459101490553132,2.302585092994046,1.791759469228055,2.6390573296152584,0.0,0.0,1.9459101490553132,2.1972245773362196,1.791759469228055,2.4336133554004498,0.0,2.151762203259462,1.2809338454620642,0.2776317365982795,1,12,10,0.8333333333333334,-2.5999999999999996,9.879999999999999,0
1336,1,39,1,9500,1,1,4.898585790287632,1,1,38,3,7,4.809742351716865,0,0,0,1,0,1,3.332204510175204,0,0.0,2.0794415416798357,2.1972245773362196,1.9459101490553132,2.6100697927420065,0.0,0.0,2.0794415416798357,2.302585092994046,1.9459101490553132,2.5404765009428107,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,1,14,12,0.8571428571428571,-0.9142857142857164,11.11,0
1337,1,17,1,9147,1,1,4.997212273764115,1,37,37,9,6,4.9684234452869465,1,0,1,0,0,1,2.995732273553991,0,0.0,1.791759469228055,1.791759469228055,1.791759469228055,2.624668592163159,0.0,0.0,1.791759469228055,1.791759469228055,1.6094379124341003,2.5649493574615367,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,1,10,9,0.9,-0.8000000000000007,9.68,0
1338,1,43,1,9130,1,1,4.795790545596741,1,1,19,9,9,4.795790545596741,1,0,0,1,0,0,3.091042453358316,0,0.0,1.9459101490553132,2.70805020110221,1.791759469228055,2.5257286443082556,0.6931471805599453,0.0,1.9459101490553132,2.6390573296152584,1.791759469228055,2.4849066497880004,0.6931471805599453,2.803360380906535,1.33500106673234,,0,12,10,0.8333333333333334,-0.5,22.36,2
1339,1,18,1,9500,1,1,4.875197323201151,1,37,38,7,8,4.789988622980633,1,0,0,1,0,1,2.995732273553991,0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.517696472610991,0.0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.517696472610991,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,16,14,0.875,0.0,10.46,0
1340,1,44,1,9238,1,1,4.795790545596741,1,37,37,6,9,4.804021044733257,0,0,0,1,0,1,3.091042453358316,0,1.3862943611198906,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.5902671654458267,0.0,1.0986122886681098,1.9459101490553132,2.1972245773362196,1.9459101490553132,2.512305623976115,0.0,2.7013612129514133,-0.3566749439387324,0.5822156198526637,2,12,12,1.0,-1.0,12.809999999999999,0
1341,1,1,5,9773,1,1,4.9344739331306915,1,19,19,9,9,4.944495491591711,1,0,0,1,0,0,2.9444389791664403,0,0.0,1.9459101490553132,2.0794415416798357,1.791759469228055,2.624668592163159,0.0,0.0,1.9459101490553132,2.3978952727983707,1.6094379124341003,2.580216829592325,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,12,9,0.75,-0.6000000000000014,10.46,0
1342,1,17,1,9085,1,1,4.8283137373023015,1,19,38,7,7,4.74406218485471,1,0,0,1,0,1,3.044522437723423,0,0.0,1.791759469228055,2.1972245773362196,1.791759469228055,2.5649493574615367,0.6931471805599453,0.0,1.791759469228055,2.1972245773362196,1.6094379124341003,2.772588722239781,0.6931471805599453,2.617395832834079,1.547562508716013,,2,10,9,0.9,3.0,18.099999999999998,2
1343,1,1,1,9853,1,1,4.897839799950911,1,37,37,9,7,4.833102254034098,1,0,0,1,0,1,2.9444389791664403,0,0.0,1.9459101490553132,2.1972245773362196,1.791759469228055,2.6390573296152584,0.0,0.0,1.9459101490553132,2.302585092994046,1.791759469228055,2.6741486494265287,0.0,2.341805806147327,-1.6094379124341005,,2,12,10,0.8333333333333334,0.5,11.719999999999999,0
1344,1,17,1,9070,1,1,4.812184355372417,1,1,1,4,8,4.826712455935327,1,0,1,0,0,1,2.9444389791664403,0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.5520459526256287,0.0,0.0,1.9459101490553132,2.1972245773362196,1.9459101490553132,2.4849066497880004,0.0,2.617395832834079,1.547562508716013,,0,12,12,1.0,-0.8333333333333339,18.099999999999998,0
1345,1,1,3,9085,1,1,4.9344739331306915,1,1,3,4,4,4.846546505563361,1,0,0,1,0,0,2.9444389791664403,0,0.0,1.9459101490553132,2.1972245773362196,1.9459101490553132,2.70805020110221,0.0,0.0,1.9459101490553132,2.302585092994046,1.9459101490553132,2.662587827025453,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,2,12,12,1.0,-0.6666666666666661,6.790000000000001,0
1346,1,17,4,9773,1,1,4.90527477843843,1,1,1,3,3,4.799090878625398,1,0,0,1,0,1,2.9444389791664403,0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.5902671654458267,0.0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.6741486494265287,0.0,2.8449093838194073,0.262364264467491,-2.525728644308256,2,12,12,1.0,1.166666666666666,17.42,0
1347,1,1,3,9500,1,1,4.859812404361672,1,1,1,7,7,4.799914262780603,1,0,0,1,0,1,2.995732273553991,0,0.0,2.0794415416798357,2.3978952727983707,1.791759469228055,2.641910398597665,0.0,0.0,2.0794415416798357,2.0794415416798357,2.0794415416798357,2.6026896854443837,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,1,14,12,0.8571428571428571,-0.5399999999999991,11.11,0
1348,1,53,1,9085,1,42,4.948759890378168,1,19,38,8,9,4.98292145552874,1,0,1,0,0,0,3.1780538303479458,0,2.0794415416798357,2.4849066497880004,2.9444389791664403,2.4849066497880004,2.6508917872622613,0.0,1.6094379124341003,2.302585092994046,2.772588722239781,2.1972245773362196,2.662587827025453,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,1,20,19,0.95,0.16666666666666785,6.790000000000001,0
1349,1,39,1,9085,1,19,4.898585790287632,1,19,19,4,9,4.948050418904635,1,0,0,1,0,1,3.2188758248682006,0,0.6931471805599453,1.9459101490553132,2.0794415416798357,1.9459101490553132,2.6026896854443837,0.0,0.0,1.9459101490553132,2.4849066497880004,1.9459101490553132,2.627081138568543,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,2,12,12,1.0,0.3333333333333339,6.790000000000001,0
1350,1,1,1,171,1,1,4.962844630259907,1,1,1,3,3,4.900076103529192,1,0,0,1,0,0,2.995732273553991,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,0,0,,0.0,10.46,0
1351,1,1,3,9500,1,1,4.955827057601261,1,19,19,9,9,4.844187086458591,1,0,0,1,0,0,2.9444389791664403,0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.8128391248610787,0.0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.8128391248610787,0.0,2.617395832834079,1.547562508716013,,2,16,14,0.875,0.0,18.099999999999998,0
1352,1,1,2,9070,1,1,4.983606621708336,1,1,19,4,3,4.901564199041894,0,0,0,1,0,0,2.995732273553991,0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.5776883832389665,0.0,0.0,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.512305623976115,0.0,2.617395832834079,1.547562508716013,,2,12,12,1.0,-0.8333333333333321,18.099999999999998,0
1353,1,17,2,9853,1,1,4.983606621708336,1,38,19,4,9,4.859036909945142,1,0,0,1,0,0,2.995732273553991,0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,0,12,0,0.0,0.0,10.46,0
1354,1,1,1,9238,1,1,4.6913478822291435,1,1,38,5,8,4.671893818030999,0,0,0,1,0,1,3.044522437723423,0,0.0,1.9459101490553132,2.4849066497880004,1.791759469228055,2.451005098112319,0.0,0.0,1.9459101490553132,2.302585092994046,1.791759469228055,2.498699971920336,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,1,12,10,0.8333333333333334,0.5666666666666664,9.68,0
1355,1,1,1,9085,1,1,4.890349128221754,1,1,12,4,5,4.8307108619020225,0,0,0,1,0,0,3.044522437723423,0,0.0,1.9459101490553132,2.3978952727983707,1.9459101490553132,2.6692103677859462,0.0,0.0,1.9459101490553132,2.4849066497880004,1.791759469228055,2.614959778036198,0.0,2.7013612129514133,-0.3566749439387324,0.5822156198526637,1,12,11,0.9166666666666666,-0.7619047619047628,12.809999999999999,0
1356,1,39,1,9773,1,1,4.948759890378168,1,34,37,0,0,4.639571612705423,0,0,0,1,0,0,3.295836866004329,0,0.0,1.9459101490553132,2.1972245773362196,1.6094379124341003,2.545531271604435,0.0,0.0,1.9459101490553132,2.5649493574615367,0.0,0.0,0.0,2.151762203259462,1.2809338454620642,0.2776317365982795,0,12,4,0.3333333333333333,-11.75,9.879999999999999,0
1357,1,39,1,9254,1,19,4.898585790287632,1,19,1,9,5,4.584967478670572,0,0,1,0,1,0,3.6109179126442243,0,0.0,1.791759469228055,2.3978952727983707,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,2.803360380906535,1.33500106673234,,0,10,0,0.0,0.0,22.36,0
1358,1,17,1,171,1,1,4.859812404361672,1,1,1,4,10,4.9104465668408235,0,0,0,0,1,0,2.995732273553991,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,0,0,0,,0.0,10.46,0
1359,1,42,1,9119,1,1,4.795790545596741,1,19,37,9,9,4.743191483885466,0,0,0,0,1,0,3.332204510175204,0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,1.791759469228055,0.0,0.0,0.0,0.0,2.803360380906535,1.33500106673234,,0,10,0,0.0,0.0,22.36,0
1360,1,1,4,9119,1,1,4.795790545596741,1,3,1,123,152,4.769836807543325,0,0,0,1,1,0,2.9444389791664403,0,0.0,1.791759469228055,2.302585092994046,0.6931471805599453,2.6390573296152584,0.0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,2.2925347571405443,0.8754687373538999,1.506297153514587,0,10,1,0.1,-13.0,6.790000000000001,0
1361,1,1,4,9500,1,1,4.941642422609304,1,37,38,9,9,4.8283137373023015,1,0,0,1,1,1,2.9444389791664403,0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.6624549278292973,0.0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.6624549278292973,0.0,2.468099531471619,0.8754687373538999,1.007957920399979,2,16,14,0.875,0.0,10.46,0
1362,1,39,1,9070,1,1,4.943782987108415,1,38,38,5,5,4.774912960575186,0,0,0,1,1,0,3.367295829986474,0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,0,12,0,0.0,0.0,11.11,0
1363,1,44,1,171,1,39,5.017279836814924,1,19,1,9,9,5.048573133436648,1,0,0,1,1,0,3.091042453358316,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5952547069568657,0.4054651081081644,1.0260415958332743,2,0,0,,0.0,11.11,0
1364,1,1,1,9500,1,1,4.9344739331306915,1,19,37,4,9,4.955827057601261,0,0,0,1,1,0,2.995732273553991,0,0.0,2.0794415416798357,2.0794415416798357,1.9459101490553132,2.6878474937846906,0.0,0.0,2.0794415416798357,2.0794415416798357,1.9459101490553132,2.6878474937846906,0.0,2.151762203259462,1.2809338454620642,0.2776317365982795,2,14,12,0.8571428571428571,0.0,9.879999999999999,0
1365,1,39,1,9670,1,9,4.898585790287632,1,6,22,3,3,4.795790545596741,0,0,1,0,1,0,3.295836866004329,0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,0.0,0.0,1.791759469228055,1.791759469228055,0.0,0.0,1.791759469228055,2.341805806147327,-1.6094379124341005,,0,10,0,0.0,0.0,11.719999999999999,5
1366,1,51,1,9119,1,1,4.919980925828125,1,1,19,3,5,4.902307417210627,1,0,0,1,1,0,3.044522437723423,0,1.6094379124341003,2.302585092994046,2.5649493574615367,2.302585092994046,2.6710089294218613,0.0,1.0986122886681098,2.0794415416798357,2.302585092994046,1.9459101490553132,2.6996819514316934,0.0,2.4932054526026954,0.4700036292457356,1.1052568313867783,0,16,15,0.9375,0.4204545454545432,9.68,0
1367,1,1,6,9500,1,1,4.90527477843843,1,38,38,9,9,4.812184355372417,1,0,0,1,1,0,2.995732273553991,0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.580216829592325,0.0,0.0,2.1972245773362196,2.1972245773362196,2.0794415416798357,2.580216829592325,0.0,2.617395832834079,1.547562508716013,,2,16,14,0.875,0.0,18.099999999999998,0
1368,1,1,1,9147,1,1,4.948759890378168,1,19,19,7,3,4.795790545596741,1,0,0,1,1,0,3.091042453358316,0,0.0,1.791759469228055,2.1972245773362196,1.3862943611198906,2.3978952727983707,0.0,0.0,1.791759469228055,2.3978952727983707,1.6094379124341003,2.4849066497880004,0.0,2.617395832834079,1.547562508716013,,0,10,7,0.7,1.0,18.099999999999998,0
